2024-06-03T18:41:04.290434300-03:00,70
2024-06-03T18:41:06.320720700-03:00,61
2024-06-03T18:41:08.354322500-03:00,55
2024-06-03T18:41:10.416176800-03:00,80
2024-06-03T18:41:12.421953200-03:00,29
2024-06-03T18:41:14.458649200-03:00,48
2024-06-03T18:41:16.512101500-03:00,72
2024-06-03T18:41:18.538392900-03:00,52
2024-06-03T18:41:20.558008700-03:00,41
2024-06-03T18:41:22.624198200-03:00,85
2024-06-03T18:41:24.646415300-03:00,60
2024-06-03T18:41:26.670644500-03:00,62
2024-06-03T18:41:28.739427600-03:00,86
2024-06-03T18:41:30.759743700-03:00,47
2024-06-03T18:41:32.800271100-03:00,71
2024-06-03T18:41:34.859666-03:00,75
2024-06-03T18:41:36.895277400-03:00,54
2024-06-03T18:41:38.909711100-03:00,58
2024-06-03T18:41:40.960613300-03:00,70
2024-06-03T18:41:42.990749100-03:00,58
2024-06-03T18:41:45.029725100-03:00,62
2024-06-03T18:41:47.077317200-03:00,70
2024-06-03T18:41:49.091502800-03:00,45
2024-06-03T18:41:51.107519-03:00,37
2024-06-03T18:41:53.164318900-03:00,64
2024-06-03T18:41:55.192270200-03:00,55
2024-06-03T18:41:57.249511100-03:00,114
2024-06-03T18:41:59.291540800-03:00,66
2024-06-03T18:42:01.311488400-03:00,46
2024-06-03T18:42:03.341445400-03:00,53
2024-06-03T18:42:05.421837900-03:00,96
2024-06-03T18:42:07.447464900-03:00,54
2024-06-03T18:42:09.459596500-03:00,39
2024-06-03T18:42:11.511186300-03:00,54
2024-06-03T18:42:13.593561900-03:00,85
2024-06-03T18:42:15.597289700-03:00,58
2024-06-03T18:42:17.654054300-03:00,69
2024-06-03T18:42:19.679459100-03:00,57
2024-06-03T18:42:21.697340700-03:00,51
2024-06-03T18:42:23.761265200-03:00,76
2024-06-03T18:42:25.785247100-03:00,58
2024-06-03T18:42:27.805113-03:00,46
2024-06-03T18:42:29.855180-03:00,63
2024-06-03T18:42:31.881038600-03:00,55
2024-06-03T18:42:33.909326700-03:00,47
2024-06-03T18:42:35.977141800-03:00,73
2024-06-03T18:42:37.989184200-03:00,48
2024-06-03T18:42:40.006898600-03:00,38
2024-06-03T18:42:42.082983900-03:00,81
2024-06-03T18:42:44.096904800-03:00,44
2024-06-03T18:42:46.115072500-03:00,37
2024-06-03T18:42:48.171542600-03:00,71
2024-06-03T18:42:50.189612800-03:00,45
2024-06-03T18:44:21.958006100-03:00,46
2024-06-03T18:44:24.007671-03:00,65
2024-06-03T18:44:26.041692900-03:00,47
2024-06-03T18:44:28.097668800-03:00,88
2024-06-03T18:44:30.133487500-03:00,62
2024-06-03T18:44:32.162288900-03:00,44
2024-06-03T18:44:34.227812600-03:00,90
2024-06-03T18:44:36.249429300-03:00,45
2024-06-03T18:44:38.288550600-03:00,51
2024-06-03T18:44:40.321577-03:00,60
2024-06-03T18:44:42.341866-03:00,47
2024-06-03T18:44:44.371411300-03:00,40
2024-06-03T18:44:46.417813-03:00,72
2024-06-03T18:44:48.453702700-03:00,63
2024-06-03T18:44:50.520480500-03:00,79
2024-06-03T18:44:52.554855100-03:00,65
2024-06-03T18:44:54.580225500-03:00,51
2024-06-03T18:44:56.659483900-03:00,50
2024-06-03T18:44:58.661353700-03:00,75
2024-06-03T18:45:00.689287100-03:00,55
2024-06-03T18:45:02.731407700-03:00,55
2024-06-03T18:45:04.769268400-03:00,70
2024-06-03T18:45:06.837462-03:00,85
2024-06-03T18:45:08.877457500-03:00,56
2024-06-03T18:45:10.925289200-03:00,80
2024-06-03T18:45:12.963303300-03:00,61
2024-06-03T18:45:14.997274600-03:00,48
2024-06-03T18:45:17.042358900-03:00,73
2024-06-03T18:45:19.065602200-03:00,40
2024-06-03T18:45:21.109397700-03:00,68
2024-06-03T18:45:23.149671700-03:00,61
2024-06-03T18:45:25.181257200-03:00,56
2024-06-03T18:45:27.223006300-03:00,63
2024-06-03T18:45:29.241084600-03:00,39
2024-06-03T18:45:31.281180-03:00,47
2024-06-03T18:45:33.317123800-03:00,67
2024-06-03T18:45:35.351222600-03:00,61
2024-06-03T18:45:37.376974100-03:00,47
